"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Name","Locker_Name","Locker Box Door","Locker Size","Address","Location","PopupInfo","Latitude","Longitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac","Status"
"POINT (-73.94831486999993 40.66270825000004)","3","Brooklyn","309","40","43","20","9","Lefferts Ave and New York Ave","GoLocker-Lefferts Ave","31","S","393 Lefferts Ave, Brooklyn NY 11225","Outdoor","GoLocker","40.66270825","-73.94831487","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","7","M","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.93933828999997 40.69122557000003)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Marcus Garvey Blvd","Ideal Food Basket- Lafayette Ave","54","L","830 Lafayette Ave, Brooklyn, NY 11221","Outdoor","GoLocker","40.69122557","-73.93933829","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91127016999997 40.74472302000004)","4","Queens","402","26","37","12","6","53 St and Roosevelt Ave","GoLocker-Natures Vida","20","M","53-05 Roosevelt Ave, Woodside NY 11377","Outdoor","GoLocker","40.74472302","-73.91127017","Woodside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00203418999996 40.60009903000008)","3","Brooklyn","311","47","47","17","11","Cropsey Ave and Bay 25 St","GoLocker-Auto Forward Motor","2","S","2021 Cropsey Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.60009903","-74.00203419","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.99882532999999 40.64562710000007)","3","Brooklyn","312","38","51","17","10","8 Ave and 42 St","Lucky Grocery","11","M","4123 8th Ave, Brooklyn NY 11232","Outdoor","GoLocker","40.6456271","-73.99882533","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94373545999997 40.647538360000055)","3","Brooklyn","317","45","42","21","9","Brooklyn Av and Tilden Av","Ideal Food Basket- Brooklyn Ave","9","M","1086 Brooklyn Ave, Brooklyn, NY 11203","Outdoor","GoLocker","40.64753836","-73.94373546","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01125527999994 40.63760442000006)","3","Brooklyn","307","43","49","17","10","59 St and 7 Ave","GoLocker-You Fresh Mart","32","S","5822 7th Ave, Brooklyn NY 11220","Outdoor","GoLocker","40.63760442","-74.01125528","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","3","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92680969999998 40.69464010000007)","3","Brooklyn","304","34","53","18","7","Evergreen Ave and Harmon St","GoLocker-GM Bani Grocery Deli Grill","3","S","311 Evergreen Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6946401","-73.9268097","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00298533999995 40.61740751000008)","3","Brooklyn","311","38","49","17","11","15 Ave and Bay Ridge Pkwy","GoLocker-15th Ave Deli","1","M","7501 15 Ave, Brooklyn NY 11228","Outdoor","GoLocker","40.61740751","-74.00298534","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.97058867999993 40.58119965000003)","3","Brooklyn","313","48","46","23","8","W 5 St and Mitchell Wesson Pl","GoLocker-2882 W 5th Street","3","S","2775 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58119965","-73.97058868","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.96484999999996 40.58176490000005)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Brighton 7 St","GoLocker-Eastern Grocery","30","S","231 Neptune Ave,Brooklyn NY 11235","Outdoor","GoLocker","40.5817649","-73.96485","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","35","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","23","S","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00171999999998 40.65644000000003)","3","Brooklyn","307","38","51","26","10","4 Av and 32 St","Ocean Eats","9","S","865 4th Ave, Brooklyn, NY 11232","Indoor","GoLocker","40.65644","-74.00172","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92422999999997 40.76285000000007)","4","Queens","401","22","36","59","14","31 St and Broadway","GoLocker- Astoria Central Parking","18","S","31-57 31st Street,Astoria, NY 11106","Indoor","GoLocker","40.76285","-73.92423","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94373545999997 40.647538360000055)","3","Brooklyn","317","45","42","21","9","Brooklyn Av and Tilden Av","Ideal Food Basket- Brooklyn Ave","31","S","1086 Brooklyn Ave, Brooklyn, NY 11203","Outdoor","GoLocker","40.64753836","-73.94373546","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99340389999998 40.61821980000008)","3","Brooklyn","311","43","49","17","11","18 ave and 66 St","GoLocker- SmokeStax","1","M","6607 18th Avenue, Brooklyn, NY 11204","Indoor","GoLocker","40.6182198","-73.9934039","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96377946999996 40.63576648000003)","3","Brooklyn","314","40","42","21","9","Newkirk Av and Rugby Rd","GoLocker- Clean n Green","5","M","1417 Newkirk Ave,Brooklyn, NY 11226","Indoor","GoLocker","40.63576648","-73.96377947","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98847969999997 40.616736900000035)","3","Brooklyn","311","43","49","17","11","20 Ave and 65 St","GoLocker-Hot Bagel","14","S","6424 20th Ave, Brooklyn NY 11204","Outdoor","GoLocker","40.6167369","-73.9884797","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","14","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.88959806999998 40.74910896000006)","4","Queens","403","25","39","13","6","37th Av and 77th St","GoLocker- Foodtown Jackson Heights","62","S","76-10 37th Ave, Jackson Heights, NY 11372","Outdoor","GoLocker","40.74910896","-73.88959807","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","21","M","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.93811599999998 40.68425428000006)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Hancock St","Natty Garden 2","2","S","383 Marcus Garvey Blvd, Brooklyn, NY 11221","Indoor","GoLocker","40.68425428","-73.938116","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00473999999997 40.623060000000066)","3","Brooklyn","310","38","49","17","11","13 Ave and 70 St","GoLocker- Superfresh- Dyker Heights","29","S","7002 13th Ave Brooklyn NY 11228","Outdoor","GoLocker","40.62306","-74.00474","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92680969999998 40.69464010000007)","3","Brooklyn","304","34","53","18","7","Evergreen Ave and Harmon St","GoLocker-GM Bani Grocery Deli Grill","6","L","311 Evergreen Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6946401","-73.9268097","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96926879999995 40.580711360000066)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Ocean Pkwy","GoLocker-425 Neptune Ave","8","S","425 Neptune Ave, Brooklyn, NY 11224","Outdoor","GoLocker","40.58071136","-73.9692688","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","30","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","29","S","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00179120999996 40.64257003000006)","3","Brooklyn","312","38","49","17","10","8 Ave and 47 St","GoLocker-BSK Grocery","6","L","4701 8 Ave, Brooklyn NY 11220","Outdoor","GoLocker","40.64257003","-74.00179121","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96083494999993 40.65847651000007)","3","Brooklyn","309","40","43","20","9","Flatbush Ave and Chester Ct","GoLocker-Chester Pharmacy","30","S","614 Flatbush Ave, Brooklyn 11225","Outdoor","GoLocker","40.65847651","-73.96083495","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92177219999996 40.68985630000003)","3","Brooklyn","304","37","54","18","7","Bushwick Ave and Woodbine St","GoLocker-Bushwick Organic Deli 2","6","L","1104 Bushwick Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6898563","-73.9217722","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96279774999994 40.64171275000007)","3","Brooklyn","314","40","42","21","9","E 17 St and Cortelyou Rd","GoLocker-Cortelyou Gourmet Deli","5","S","1626 Cortelyou Rd, Brooklyn 11226","Outdoor","GoLocker","40.64171275","-73.96279775","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95393796999997 40.71039021000007)","3","Brooklyn","301","34","53","18","7","E 17 St and Church Ave","GoLocker-Downtown Natural Market","35","L","1701 Church Ave, Brooklyn NY 11226","Outdoor","GoLocker","40.71039021","-73.95393797","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92052076999994 40.74186858000007)","4","Queens","402","26","37","12","7","Greenpoint Av and 47th Av","GoLocker - Green Valley Sunnyside","58","S","44-01 Greenpoint Ave, Long Island City, NY 11104","Outdoor","GoLocker","40.74186858","-73.92052077","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94364299999995 40.83671675000005)","1","Manhattan","112","7","71","31","13","W 161st St and Broadway","GoLocker W 161 Street","35","M","600 W 161st St, New York, NY 10032","Outdoor","GoLocker","40.83671675","-73.943643","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02722269999998 40.63609300000007)","3","Brooklyn","310","47","64","26","11","Bay Ridge Ave and 3 Ave","GoLocker- Superfresh- Bay Ridge","9","S","242 Bay Ridge Ave, Brooklyn, NY 11220","Outdoor","GoLocker","40.636093","-74.0272227","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","33","S","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95317831999995 40.57943116000007)","3","Brooklyn","315","48","45","23","8","Ocean View Ave and West End Ave","GoLocker-Bottega Good Flowers","24","L","97 West End Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.57943116","-73.95317832","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1","Active"
"POINT (-73.88388999999995 40.663020000000074)","3","Brooklyn","305","42","60","19","8","Linden Blvd and Ashford St","GoLocker- Farm Country- East New York","9","S","2205 Linden Blvd,Brooklyn,11207","Indoor","GoLocker","40.66302","-73.88389","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","4","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","32","S","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97058867999993 40.58119965000003)","3","Brooklyn","313","48","46","23","8","W 5 St and Mitchell Wesson Pl","GoLocker-2882 W 5th Street","31","S","2775 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58119965","-73.97058868","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.99882532999999 40.64562710000007)","3","Brooklyn","312","38","51","17","10","8 Ave and 42 St","Lucky Grocery","6","L","4123 8th Ave, Brooklyn NY 11232","Outdoor","GoLocker","40.6456271","-73.99882533","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96555459999996 40.606740700000046)","3","Brooklyn","315","44","45","22","9","Kings Hwy and E 10 St","GoLocker-Kings Flaming Grill","22","S","924 Kings Hwy, Brooklyn NY 11223","Outdoor","GoLocker","40.6067407","-73.9655546","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","3","M","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97058867999993 40.58119965000003)","3","Brooklyn","313","48","46","23","8","W 5 St and Mitchell Wesson Pl","GoLocker-2775 W 5th Street","31","S","2775 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58119965","-73.97058868","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.96555459999996 40.606740700000046)","3","Brooklyn","315","44","45","22","9","Kings Hwy and E 10 St","GoLocker-Kings Flaming Grill","20","M","924 Kings Hwy, Brooklyn NY 11223","Outdoor","GoLocker","40.6067407","-73.9655546","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.96279774999994 40.64171275000007)","3","Brooklyn","314","40","42","21","9","E 17 St and Cortelyou Rd","GoLocker-Cortelyou Gourmet Deli","3","S","1626 Cortelyou Rd, Brooklyn 11226","Outdoor","GoLocker","40.64171275","-73.96279775","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90329890999999 40.64836677000005)","3","Brooklyn","318","42","58","19","8","Rockaway Pkwy and Smiths Ln","Americas Food Basket","35","M","1380 Rockaway Pkwy, Brooklyn, NY 11236","Outdoor","GoLocker","40.64836677","-73.90329891","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-73.96083494999993 40.65847651000007)","3","Brooklyn","309","40","43","20","9","Flatbush Ave and Chester Ct","GoLocker-Chester Pharmacy","18","S","614 Flatbush Ave, Brooklyn 11225","Outdoor","GoLocker","40.65847651","-73.96083495","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99326999999994 40.68243000000007)","3","Brooklyn","306","39","52","26","10","Smith St and Sackett St","MobiCompu Repair","12","S","279 Smith St,Brooklyn, NY 11231","Indoor","GoLocker","40.68243","-73.99327","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.96141119999999 40.58240690000008)","3","Brooklyn","313","48","46","23","8","Neptune Ave and E 11 St","GoLocker-Atlantic Export","15","L","141 Neptune Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.5824069","-73.9614112","Brighton Beach","AE",,"1","Active"
"POINT (-74.00179120999996 40.64257003000006)","3","Brooklyn","312","38","49","17","10","8 Ave and 47 St","GoLocker-BSK Grocery","25","M","4701 8 Ave, Brooklyn NY 11220","Outdoor","GoLocker","40.64257003","-74.00179121","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95393796999997 40.71039021000007)","3","Brooklyn","301","34","53","18","7","E 17 St and Church Ave","GoLocker-Downtown Natural Market","4","S","1701 Church Ave, Brooklyn NY 11226","Outdoor","GoLocker","40.71039021","-73.95393797","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.96192943999995 40.67831339000003)","3","Brooklyn","308","35","57","25","9","Grand Ave and Bergen St","GoLocker-GB Collision Center","2","S","569 Grand Ave, Brooklyn NY 11238","Outdoor","GoLocker","40.67831339","-73.96192944","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92052076999994 40.74186858000007)","4","Queens","402","26","37","12","7","Greenpoint Av and 47th Av","GoLocker - Green Valley Sunnyside","2","M","44-01 Greenpoint Ave, Long Island City, NY 11104","Outdoor","GoLocker","40.74186858","-73.92052077","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95003946999998 40.72401312000005)","3","Brooklyn","301","33","50","59","7","Nassau Ave and Leonard St","GoLocker- Murawski Pharmacy","26","M","94-98 Nassau Ave, Brooklyn, NY 11222","Indoor","GoLocker","40.72401312","-73.95003947","Greenpoint","X","AREA OF MINIMAL FLOOD HAZARD","4","Active"
"POINT (-73.92820079999996 40.67103950000006)","3","Brooklyn","308","36","55","20","9","Sterling Pl and Buffalo Ave","GoLocker-Francena Mini Market Food","14","S","1608 Sterling Place, Brooklyn NY 11213","Outdoor","GoLocker","40.6710395","-73.9282008","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90329890999999 40.64836677000005)","3","Brooklyn","318","42","58","19","8","Rockaway Pkwy and Smiths Ln","Americas Food Basket","42","S","1380 Rockaway Pkwy, Brooklyn, NY 11236","Outdoor","GoLocker","40.64836677","-73.90329891","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-73.94364299999995 40.83671675000005)","1","Manhattan","112","7","71","31","13","W 161st St and Broadway","GoLocker W 161 Street","22","S","600 W 161st St, New York, NY 10032","Outdoor","GoLocker","40.83671675","-73.943643","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94364299999995 40.83671675000005)","1","Manhattan","112","7","71","31","13","W 161st St and Broadway","GoLocker W 161 Street","25","M","600 W 161st St, New York, NY 10032","Outdoor","GoLocker","40.83671675","-73.943643","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
